symbol	MDA-MB-436	LU-01-1157	LU-01-0030	CO-04-0310	BR-05-0014E	BR-05-0022	BR-05-0028	BR-05-0020E	OV-10-0060	OV-10-0079	22RV1	CO-04-0003	HN-13-0032	LI-03-0014	LU-01-1388	LU-01-1116	ST-02-0360	ST-02-0393
S100A4	6.564781980441446	11.76030193175449	7.944138984460324	7.534800728707168	5.384235303592952	6.647704962009781	7.85826622158582	8.769507518153766	8.778210449467833	11.76030193175449	1.3873465330673411	4.84778080343938	6.8075090094291895	0.7516521910035362	11.086754036561961	1.2150069577348503	7.989077820294875	10.526974310511527
SYCP2	0.8240109633280803	0.9514440516849779	1.1057448329504087	2.3056798581808726	6.363464840772149	0.7946212710344692	3.280513905400962	5.361356726420728	0.07546761280578558	0.16439132276661636	0.44540278475423456	0.5835863597984067	0.9070992483421669	1.1243394904688615	5.20389000059785	0.7204779971217435	0.0732781030661126	0.7480944545840539
AQP3	2.1142188705470155	3.992259409711641	8.183901010917353	4.623445321284927	3.5225357348862034	2.1722971355746075	2.9511454952503278	4.753947137878168	2.4095822024227163	0.5895564139373655	5.681493960816617	3.175669448496336	9.608250308738276	5.28080168648473	2.0405340791001865	0.4993012905083833	5.719041516289585	7.188405532416543
TNNT3	0.0	0.0	8.092914903891078	0.0	0.6890791634801333	0.1781806973528911	1.9740869176214173	1.0614518443118746	0.0	0.22742493656716903	0.0	0.0	0.47791402899797725	0.0	4.230492486906638	0.0	0.0	0.0
HPGD	0.18655095127364768	1.52873801261574	4.684462934664663	4.4336040496912075	0.01336604294953983	0.46818316190033143	3.5994255648661055	2.3549029764612683	1.4589302784808036	0.05588536156742073	7.599070524907463	2.0182544054015357	5.051580488261312	5.717355420990313	2.0132253611998734	0.0	5.402350569913143	8.250245683140147
CTSB	9.107687072095029	7.446155163323009	0.30941784115971255	8.120655705688415	8.25885109580256	8.400649283308866	6.844832283004975	8.018008045562137	6.706500762530687	10.168062513630765	5.162040350132689	7.938146608378659	9.011387713183503	6.258267761701651	8.266299626465731	6.304631281472572	8.501360448885885	7.468569221981462
CPE	1.4280297432777231	6.3016800604809795	4.053446693127042	0.276942155008257	2.621233131525586	3.2518744145098526	1.781248063085216	1.52873801261574	1.1349033327276685	0.8549297116109315	5.357004765585954	1.0965411197373243	5.460190298060369	6.218897671752851	5.737287225792294	9.85151621377598	0.0	0.47334872194534644
PROM2	0.5022401722746516	0.1781806973528911	6.319517472919861	4.963936208744865	5.19740346604374	5.828791043512016	5.336205449998435	6.241182326158033	2.281066816397583	5.449981727446722	5.913732663785066	1.3729380154479938	7.336370599299343	0.1666309316137822	9.032951484349505	3.8047024499496604	5.21476094064646	4.512001604412763
NLRP2	0.003589215099112791	0.0	0.0	4.1642585256875	0.0	6.853690170031988	0.0	5.976507205269844	0.719318145223691	4.938662408586367	0.1309393353470024	4.623445321284927	0.0	0.03385110290740768	5.2372286124669465	0.0	0.0	0.0
GAMT	4.189709404612948	4.293821154410455	5.00245855896885	0.0	4.572826351425743	0.31596422415912506	0.16152765025355645	1.7001230882493956	4.123784725228538	1.8231238067551427	5.417015423483488	1.0568684596895177	3.500657582303267	9.162886709077771	3.6209668031597624	5.9074930245938315	0.0	0.47334872194534644
ANPEP	8.140166437311656	2.1142188705470155	1.7057001567103325	3.4565070026108975	2.330465525710204	7.944138984460324	2.6349278536349825	3.4002498770423037	0.07546761280578558	0.068992344780531	0.3073841552515987	1.475648768922517	0.508492830119655	7.2174485238057615	6.195523237033367	0.0	1.81563988481965	8.118440292808414
CAPN6	0.14687741858913095	0.0	0.0	0.5550732542268654	0.08920216413328266	7.867142344761736	3.658073908481913	2.2761849290399967	0.0	0.0	0.006706971667234605	0.1453871656787801	0.0	0.0	0.009910162194802842	0.0	0.0	5.455169475372547
IL27RA	4.487178447124129	4.3959553882238644	2.5638025454584397	2.4504977558196996	1.362824880268546	5.366308016925134	3.888557970763551	2.487883376505337	3.8997898776254596	3.7433140086727428	0.204303717697021	3.7888940552858283	2.4515144094597203	0.3476616616069597	2.8653609410489174	2.380870132578541	3.589263248276559	1.3336916431657446
CDH19	0.0007975162765038889	0.0	0.0	0.0	3.8597493829339964	0.36967904244305133	3.7021269903038156	3.8490576097179985	0.0	0.0	0.0015950325530077777	0.0	0.0	0.055885849069499574	2.8089891913841694	6.436674041898689	0.0	0.23740250836064286
C2orf88	1.294978959000335	1.8075195090551952	0.6120540270938112	3.120655181442174	0.5992807359997147	4.875313889081822	3.2107975327180855	3.444934932195032	0.19686388044304326	5.699777022218566	0.4308253400705029	2.4234416026200933	0.0	1.747063340818878	0.41967647519678053	1.0120190798894049	2.0748575469407173	6.147388795198409
